path,creates_table,rls_same_file,security_definer_count,search_path_set,fk_added,tier,verdict
supabase/migrations/20260620001100_platform_security_layer_replica_identity.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260620001200_ncert_question_engine_security_policy.sql,N,N/A,0,N/A,N,0,PASS
supabase/migrations/20260620001300_ai_edge_function_security_policies.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260620001400_parent_report_generator_parent_policy.sql,N,N/A,0,N/A,N,0,PASS
supabase/migrations/20260620001500_whatsapp_notify_security_policy.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260620001600_phase4_internal_caller_registrations.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260620001601_enable_latest_frontend_flags.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260620001700_enable_pedagogy_v2_daily_rhythm_global.sql,N,N/A,0,N/A,N,0,PASS
supabase/migrations/20260621000000_phase1_academic_structure_attendance_boards.sql,Y,Y,1,Y,Y,0,PASS
supabase/migrations/20260621000001_enable_core_student_flags.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260621000100_track_a_school_admin_provisioning.sql,Y,Y,4,Y,Y,0,PASS
supabase/migrations/20260621000200_get_next_unstarted_chapter.sql,N,N/A,0,N/A,N,0,PASS
supabase/migrations/20260621000300_track_a_per_state_gst_billing.sql,Y,Y,7,Y,Y,0,PASS
supabase/migrations/20260621000400_fix_subject_visibility_remove_content_ready_gate.sql,N,N/A,1,Y,N,0,PASS
supabase/migrations/20260621000500_backfill_question_bank_topic_id.sql,N,N/A,0,N/A,N,0,PASS
supabase/migrations/20260621000550_track_a_atomic_seat_enroll_rpcs.sql,N,N/A,7,Y,N,0,PASS
supabase/migrations/20260621000600_submit_quiz_v2_topic_id_fallback.sql,N,N/A,2,Y,N,0,PASS
supabase/migrations/20260621000650_seed_grade7_cbse_subjects.sql,N,N/A,0,N/A,N,0,PASS
supabase/migrations/20260621000660_track_a6_public_api_webhooks_marketplace.sql,Y,Y,1,N,Y,0,PASS (SD mention comment-only "NO SECURITY DEFINER functions in this file"; hand-verified)
supabase/migrations/20260621000700_fix_missing_rag_chapters.sql,N,N/A,0,N/A,N,0,PASS
supabase/migrations/20260621000750_seed_chapter_concepts_pilot_g7_g9.sql,N,N/A,0,N/A,N,0,PASS
supabase/migrations/20260621000800_reset_premature_autonomous_flags.sql,N,N/A,0,N/A,N,0,PASS
supabase/migrations/20260622000000_recompute_subject_content_readiness_from_syllabus.sql,N,N/A,2,Y,N,0,PASS
supabase/migrations/20260622010000_chapter_concepts_chapter_id_nullable.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260622020000_add_concept_mastery_cme_columns.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260622030000_submit_quiz_v2_resilient_mastery_perform.sql,N,N/A,3,Y,N,0,PASS
supabase/migrations/20260622040000_fix_get_adaptive_questions_topic_join.sql,N,N/A,5,Y,N,0,PASS
supabase/migrations/20260622050000_restore_compute_post_quiz_action.sql,N,N/A,4,Y,N,0,PASS
supabase/migrations/20260622060000_phase1_adaptive_refinement_retention_and_softdelete.sql,N,N/A,8,Y,N,0,PASS
supabase/migrations/20260622070000_phase4_mastery_backfill_replay.sql,N,N/A,0,N/A,N,0,PASS
supabase/migrations/20260622080000_clamp_sm2_interval.sql,N,N/A,1,Y,N,1,PASS
supabase/migrations/20260622090000_seed_ff_adaptive_live_selection_v1.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260622100000_seed_irt_difficulty_proxy.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260623000000_backfill_canonical_mastery_columns.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260623000100_fix_post_quiz_canonical_mastery.sql,N,N/A,3,Y,N,1,PASS
supabase/migrations/20260623000200_quiz_responses_error_type_column.sql,N,N/A,0,N/A,N,0,PASS
supabase/migrations/20260623000300_submit_quiz_v2_server_classify_error_type.sql,N,N/A,4,Y,N,0,PASS
supabase/migrations/20260623000400_foxy_served_items.sql,Y,Y,0,N/A,Y,0,PASS
supabase/migrations/20260623000500_reapply_submit_quiz_v2_column_fix.sql,N,N/A,3,Y,N,0,PASS
supabase/migrations/20260623000600_fix_atomic_quiz_reference_id_on_conflict_42p10.sql,N,N/A,3,Y,N,0,PASS
supabase/migrations/20260623000700_derive_bloom_progression_and_knowledge_gaps_from_concept_mastery.sql,N,N/A,3,Y,N,1,PASS
supabase/migrations/20260623000800_derive_dashboard_bloom_and_gaps_from_concept_mastery.sql,N,N/A,2,Y,N,0,PASS
supabase/migrations/20260623010000_seed_unseeded_b2b_flags.sql,N,N/A,0,N/A,N,0,PASS
supabase/migrations/20260623020000_provision_school_rpc.sql,N,N/A,5,Y,N,0,PASS
supabase/migrations/20260624000100_seed_cbse_syllabus_manifest.sql,N,N/A,0,N/A,N,0,PASS
supabase/migrations/20260624100000_enable_engagement_flags_phase1.sql,N,N/A,0,N/A,N,0,PASS
supabase/migrations/20260624110000_get_class_leaderboard_rpc.sql,N,N/A,5,Y,N,0,PASS
supabase/migrations/20260624120000_seed_ff_streak_guardian_cron_v1.sql,N,N/A,0,N/A,N,0,PASS
supabase/migrations/20260624130000_add_foxy_extra_chats_column.sql,N,N/A,0,N/A,N,0,PASS
supabase/migrations/20260625000100_fix_chapter_completion_threshold.sql,N,N/A,1,Y,N,0,PASS
supabase/migrations/20260625000200_fix_pool_reset_min_pool_guard.sql,N,N/A,2,Y,N,0,PASS
supabase/migrations/20260625000300_get_chapter_titles_for_pairs.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260626120000_enable_ff_grounded_ai_enabled.sql,N,N/A,0,N/A,N,0,PASS
supabase/migrations/20260628000000_board_score_v1.sql,Y,Y,0,N/A,Y,0,PASS
supabase/migrations/20260628015107_reconcile_board_score_ghost.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260628015237_reconcile_board_score_ghost.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260701000001_raise_bloom_diversity_gate.sql,N,N/A,1,Y,N,0,PASS
supabase/migrations/20260702000100_concept_edges.sql,Y,Y,0,N/A,Y,1,PASS
supabase/migrations/20260702000200_learner_twin_snapshots.sql,Y,Y,0,N/A,Y,0,PASS
supabase/migrations/20260702000300_learner_twin_memory.sql,Y,Y,0,N/A,Y,0,PASS
supabase/migrations/20260702000400_traverse_prerequisites.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260702000500_detect_blocked_dependents.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260702000600_extend_gap_and_path_with_concept_edges.sql,N,N/A,2,Y,N,1,PASS
supabase/migrations/20260702000700_seed_ff_digital_twin_v1.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260702000800_adaptive_interventions_allow_blocked_prerequisite.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260702010000_teacher_assigned_students_rls.sql,N,N/A,4,N,N,0,PASS (SD mentions comment-only, delegates to existing baseline helper is_teacher_of; hand-verified)
supabase/migrations/20260702020000_slc1_dedupe_quiz_session_xp_trigger.sql,N,N/A,4,Y,N,0,PASS
supabase/migrations/20260702030000_class_membership_softdelete_sync.sql,N,N/A,5,Y,N,0,PASS
supabase/migrations/20260702050000_class_enrollments_teacher_select_policy.sql,N,N/A,0,N/A,N,0,PASS
supabase/migrations/20260702060000_class_membership_isactive_backfill.sql,Y,Y,0,N/A,N,1,PASS
supabase/migrations/20260702070000_ao10b_backfill_student_grade_p5.sql,Y,Y,2,Y,N,0,PASS
supabase/migrations/20260702080000_fix_students_rls_infinite_recursion.sql,N,N/A,6,Y,N,0,PASS
supabase/migrations/20260702090000_xc3_p1_is_school_admin_of_student_helper.sql,N,N/A,12,Y,N,0,PASS
supabase/migrations/20260702100000_xc3_p4_drain_at_risk_alerts_teacher_select.sql,N,N/A,7,N,N,0,PASS (SD mentions comment-only, delegates to existing SECURITY DEFINER helper get_my_teacher_id; hand-verified)
supabase/migrations/20260702110000_fix_twin_rls_active_guard_and_xc3.sql,N,N/A,12,N,N,0,PASS (SD mentions comment-only, delegates to existing helpers is_guardian_of/is_teacher_of; hand-verified)
supabase/migrations/20260702120000_hnsw_index_twin_memory_embedding.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260702130000_xc3_student_select_helper.sql,N,N/A,7,Y,N,0,PASS
supabase/migrations/20260702140000_p3w2_9_orphan_fk_hardening.sql,N,N/A,0,N/A,Y,0,PASS (Phase 3 Wave 2 #9 fix -- 6 FK constraints added NOT VALID with idempotent pg_constraint guards; hand-verified full file text, see findings.md Task 3.3)
supabase/migrations/20260702150000_p3w1_5_quiz_rpc_ownership_check.sql,N,N/A,9,Y,N,0,PASS (Phase 3 Wave 1 #5 fix -- ownership check added to submit_quiz_results v1 + both atomic_quiz_profile_update overloads; hand-verified full file text, see findings.md Task 3.1)
supabase/migrations/20260702150000_p3w2_8_backfill_legacy_only_flag_seeds.sql,N,N/A,0,N/A,N,0,PASS (Phase 3 Wave 2 #8 fix -- 4 feature-flag seeds backfilled at root with ON CONFLICT DO NOTHING; hand-verified, see findings.md Task 3.4)
supabase/migrations/20260702160000_p3w3_17_concept_mastery_review_date_index.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260702170000_p3w1_5b_revoke_orphan_atomic_quiz_5arg.sql,N,N/A,0,N/A,N,2,PASS (Phase 3 Wave 1 #5b follow-up -- REVOKE EXECUTE on orphaned 5-arg atomic_quiz_profile_update overload; hand-verified, see findings.md Task 3.1)
